id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,nombre_commandes_par_client,valeur_vie_client
CMD100135,2025-07-09,C0361,Kinshasa,Mode,Produit_Mode_5,36.08,1,0.05,6.0,Paiement à la livraison,Email,0.75,Livrée,34.275999999999996,11.996599999999997,5.246599999999997,2025-07,0,11,3186.2242
CMD100136,2025-12-23,C0135,Brazzaville,Beauté,Produit_Beauté_28,25.72,3,0.06,2.15,Mobile Money,Email,1.72,Livrée,72.53039999999999,25.385639999999995,21.515639999999998,2025-12,0,21,6128.0458
CMD100137,2025-07-30,C0331,Kinshasa,Électronique,Produit_Électronique_10,258.23,3,0.29,3.56,Virement,Instagram Ads,11.55,Retournée,550.0299,192.51046499999998,177.40046499999997,2025-07,1,16,2654.8624
CMD100138,2025-07-19,C0157,Dakar,Électronique,Produit_Électronique_29,645.9,1,0.05,5.31,Virement,Google Ads,6.58,Livrée,613.6049999999999,214.76174999999995,202.87174999999993,2025-07,0,26,11552.303225
CMD100139,2025-08-01,C0155,Kinshasa,Électronique,Produit_Électronique_33,433.37,3,0.08,9.34,Virement,Influenceur,6.96,Livrée,1196.1012,418.63542,402.33542000000006,2025-08,0,17,4307.5749
CMD100140,2025-11-16,C0041,Kinshasa,Mode,Produit_Mode_48,40.15,1,0.29,3.7,Paiement à la livraison,Google Ads,7.42,Livrée,28.5065,9.977274999999999,-1.1427250000000013,2025-11,0,15,3557.925775
CMD100141,2025-09-21,C0052,Abidjan,Mode,Produit_Mode_49,57.28,1,0.24,8.81,Carte,Influenceur,15.71,Livrée,43.5328,15.23648,-9.283520000000001,2025-09,0,19,3274.7856
CMD100142,2025-12-20,C1180,Lomé,Beauté,Produit_Beauté_31,20.46,3,0.02,2.19,Mobile Money,Email,1.79,Livrée,60.1524,21.05334,17.073339999999998,2025-12,0,1,60.1524
CMD100143,2025-11-10,C1876,Dakar,Beauté,Produit_Beauté_41,28.46,3,0.15,7.56,Paiement à la livraison,Instagram Ads,10.94,Livrée,72.573,25.400549999999996,6.900549999999997,2025-11,0,2,217.09500000000003
CMD100144,2025-11-03,C0962,Abidjan,Mode,Produit_Mode_21,54.65,3,0.25,4.12,Virement,Instagram Ads,11.03,Livrée,122.96249999999999,43.036874999999995,27.886874999999996,2025-11,0,2,695.2705
CMD100145,2025-12-19,C0082,Douala,Beauté,Produit_Beauté_43,33.83,1,0.1,8.4,Virement,Instagram Ads,8.55,Livrée,30.447,10.65645,-6.2935500000000015,2025-12,0,23,7351.238149999999
CMD100146,2025-10-11,C1126,Douala,Électronique,Produit_Électronique_21,439.71,2,0.16,9.96,Carte,Instagram Ads,6.9,Annulée,738.7127999999999,258.54947999999996,241.68947999999995,2025-10,0,2,903.4895999999999
CMD100148,2025-11-16,C0027,Kinshasa,Mode,Produit_Mode_40,59.71,3,0.1,6.32,Virement,Influenceur,18.83,Livrée,161.217,56.42595,31.27595,2025-11,0,22,6687.1651999999995
CMD100149,2025-11-05,C1556,Douala,Maison,Produit_Maison_36,71.42,2,0.25,2.5,Virement,Instagram Ads,13.65,Annulée,107.13,37.49549999999999,21.345499999999994,2025-11,0,2,333.56280000000004
CMD100150,2025-08-03,C0897,Kinshasa,Électronique,Produit_Électronique_8,261.19,2,0.1,6.13,Paiement à la livraison,Influenceur,13.61,Livrée,470.142,164.5497,144.80970000000002,2025-08,0,3,524.5341
CMD100151,2025-07-08,C1246,Douala,Maison,Produit_Maison_36,58.49,2,0.04,7.39,Virement,Email,1.1,Livrée,112.3008,39.305279999999996,30.815279999999994,2025-07,0,2,167.1408
CMD100152,2025-07-04,C0047,Dakar,Mode,Produit_Mode_30,34.58,2,0.15,7.13,Carte,Instagram Ads,6.74,Livrée,58.785999999999994,20.575099999999996,6.705099999999996,2025-07,0,16,4264.5471
CMD100153,2025-07-31,C0315,Kinshasa,Beauté,Produit_Beauté_33,21.4,2,0.2,9.62,Virement,Instagram Ads,6.39,Livrée,34.24,11.984,-4.025999999999999,2025-07,0,22,6989.2682
CMD100154,2025-12-28,C0247,Kinshasa,Maison,Produit_Maison_30,117.58,1,0.07,9.01,Mobile Money,Instagram Ads,12.77,Livrée,109.34939999999999,38.27228999999999,16.492289999999993,2025-12,0,10,2567.9197999999997
CMD100155,2025-11-19,C0097,Cotonou,Mode,Produit_Mode_5,40.15,1,0.2,3.69,Mobile Money,Instagram Ads,8.65,Livrée,32.12,11.241999999999999,-1.0980000000000008,2025-11,0,16,3893.8463
CMD100156,2025-09-09,C1749,Kinshasa,Mode,Produit_Mode_1,17.56,3,0.09,2.5,Virement,Instagram Ads,6.21,Livrée,47.93879999999999,16.778579999999998,8.068579999999997,2025-09,0,2,259.9248
CMD100157,2025-09-11,C1715,Brazzaville,Mode,Produit_Mode_10,53.23,1,0.11,8.34,Paiement à la livraison,Instagram Ads,6.74,Livrée,47.3747,16.581145,1.5011449999999993,2025-09,0,2,142.30949999999999
CMD100158,2025-10-23,C0176,Dakar,Mode,Produit_Mode_30,45.71,2,0.23,2.15,Paiement à la livraison,Google Ads,5.08,Livrée,70.3934,24.63769,17.407690000000002,2025-10,0,22,4780.5404
CMD100159,2025-09-21,C1428,Lomé,Électronique,Produit_Électronique_15,139.14,2,0.2,2.52,Paiement à la livraison,Instagram Ads,8.24,Livrée,222.624,77.91839999999999,67.1584,2025-09,0,5,1592.3001000000002
CMD100160,2025-10-14,C0381,Kinshasa,Électronique,Produit_Électronique_25,497.93,1,0.01,5.81,Paiement à la livraison,Google Ads,4.62,Livrée,492.9507,172.53274499999998,162.10274499999997,2025-10,0,11,1609.6067
CMD100161,2025-12-17,C1335,Abidjan,Mode,Produit_Mode_3,20.38,2,0.29,8.47,Paiement à la livraison,Instagram Ads,6.33,Livrée,28.9396,10.12886,-4.671140000000001,2025-12,0,4,546.9898999999999
CMD100162,2025-08-02,C0302,Abidjan,Électronique,Produit_Électronique_29,389.48,1,0.05,5.6,Carte,Google Ads,4.13,Livrée,370.006,129.50209999999998,119.7721,2025-08,0,17,3134.6522
CMD100163,2025-07-26,C0233,Kinshasa,Électronique,Produit_Maison_27,126.11,1,0.0,2.84,Mobile Money,Email,1.62,Retournée,126.11,44.1385,39.67850000000001,2025-07,1,12,2746.64325
CMD100164,2025-12-15,C0153,Douala,Électronique,Produit_Électronique_40,307.71,3,0.09,8.64,Virement,Influenceur,12.79,Livrée,840.0482999999999,294.01690499999995,272.58690499999994,2025-12,0,17,2581.1736
CMD100165,2025-12-25,C0041,Abidjan,Électronique,Produit_Électronique_21,127.37,3,0.29,3.65,Paiement à la livraison,Instagram Ads,7.95,Livrée,271.2981,94.95433499999999,83.35433499999998,2025-12,0,15,3557.925775
CMD100166,2025-12-08,C1555,Kinshasa,Électronique,Produit_Électronique_40,477.0,2,0.09,5.89,Carte,Email,0.69,Livrée,868.14,303.849,297.269,2025-12,0,5,1093.0891
CMD100167,2025-07-18,C0350,Douala,Maison,Produit_Maison_28,168.99,2,0.13,5.52,Carte,Instagram Ads,14.28,Livrée,294.0426,102.91490999999999,83.11491,2025-07,0,17,5553.1116999999995
CMD100168,2025-07-26,C1441,Libreville,Mode,Produit_Mode_11,32.74,3,0.21,9.35,Paiement à la livraison,Influenceur,17.54,Livrée,77.5938,27.15783,0.26783000000000357,2025-07,0,3,440.5168
CMD100169,2025-12-25,C0014,Lomé,Mode,Produit_Mode_19,35.03,1,0.24,8.03,Carte,Influenceur,9.12,Retournée,26.6228,9.31798,-7.832019999999998,2025-12,1,13,3426.8622000000005
CMD100170,2025-09-30,C0074,Douala,Électronique,Produit_Électronique_11,335.18,1,0.08,6.34,Mobile Money,Google Ads,7.2,Livrée,308.36560000000003,107.92796,94.38795999999999,2025-09,0,12,3552.1742999999997
CMD100171,2025-08-14,C0195,Douala,Mode,Produit_Mode_15,44.71,3,0.09,3.29,Mobile Money,Instagram Ads,5.94,Livrée,122.0583,42.720405,33.490405,2025-08,0,19,4920.4666
CMD100172,2025-10-27,C0941,Lomé,Mode,Produit_Mode_30,48.09,3,0.25,3.5,Carte,Email,1.33,Livrée,108.20250000000001,37.870875000000005,33.04087500000001,2025-10,0,3,561.1918
CMD100173,2025-09-12,C0323,Lomé,Mode,Produit_Mode_38,45.12,2,0.26,7.43,Virement,Google Ads,6.75,Livrée,66.77759999999999,23.372159999999997,9.192159999999998,2025-09,0,15,3858.8749
CMD100174,2025-09-15,C0868,Cotonou,Beauté,Produit_Beauté_20,26.85,2,0.16,5.3,Paiement à la livraison,Instagram Ads,12.22,Livrée,45.108000000000004,15.7878,-1.7322000000000006,2025-09,0,3,539.6788
CMD100175,2025-08-20,C1747,Kinshasa,Beauté,Produit_Beauté_25,25.005000000000003,2,0.1,7.79,Mobile Money,Instagram Ads,8.88,Livrée,45.00900000000001,15.753150000000002,-0.9168499999999993,2025-08,0,3,479.99699999999996
CMD100176,2025-11-24,C0151,Kinshasa,Électronique,Produit_Électronique_2,370.7,2,0.06,7.56,Virement,Email,0.98,Livrée,696.9159999999999,243.92059999999995,235.38059999999996,2025-11,0,17,3920.9179
CMD100177,2025-12-16,C0004,Brazzaville,Maison,Produit_Maison_39,119.76,1,0.05,2.71,Carte,Google Ads,4.64,Livrée,113.772,39.8202,32.4702,2025-12,0,18,5371.3886999999995
CMD100178,2025-11-05,C1849,Douala,Électronique,Produit_Électronique_15,422.78,1,0.05,7.92,Virement,Google Ads,7.96,Livrée,401.64099999999996,140.57434999999998,124.69435,2025-11,0,2,522.8348
CMD100179,2025-12-10,C0128,Kinshasa,Maison,Produit_Maison_41,143.07,1,0.02,9.44,Mobile Money,Influenceur,15.16,Livrée,140.2086,49.07301,24.47301,2025-12,0,16,3836.0643999999998
CMD100180,2025-07-25,C1323,Kinshasa,Beauté,Produit_Beauté_3,21.71,1,0.02,2.64,Paiement à la livraison,Google Ads,5.41,Livrée,21.2758,7.446529999999999,-0.6034700000000015,2025-07,0,4,1849.4524999999999
CMD100181,2025-11-26,C0067,Douala,Maison,Produit_Maison_21,141.15,1,0.0,9.38,Virement,Google Ads,3.66,Annulée,141.15,49.402499999999996,36.3625,2025-11,0,20,8617.5571
CMD100182,2025-10-15,C0067,Kinshasa,Mode,Produit_Mode_34,53.29,2,0.1,2.27,Virement,Instagram Ads,9.5,Livrée,95.922,33.5727,21.802699999999998,2025-10,0,20,8617.5571
CMD100183,2025-11-06,C1700,Libreville,Électronique,Produit_Électronique_19,316.88,1,0.13,6.39,Paiement à la livraison,Instagram Ads,12.72,Livrée,275.6856,96.48996,77.37996,2025-11,0,2,376.2516
CMD100184,2025-09-25,C0959,Cotonou,Électronique,Produit_Électronique_49,539.17,2,0.1,5.71,Mobile Money,Google Ads,3.99,Livrée,970.506,339.6771,329.9771,2025-09,0,3,1329.238
CMD100186,2025-10-02,C0202,Kinshasa,Maison,Produit_Maison_30,160.48,3,0.05,9.57,Carte,Google Ads,5.42,Retournée,457.36799999999994,160.07879999999997,145.0888,2025-10,1,15,3899.9594
CMD100187,2025-10-03,C1376,Dakar,Beauté,Produit_Beauté_41,6.73,2,0.05,4.85,Paiement à la livraison,Influenceur,5.79,Livrée,12.787,4.47545,-6.164549999999999,2025-10,0,3,319.618
CMD100188,2025-10-04,C0119,Lomé,Maison,Produit_Maison_40,34.67,1,0.13,9.04,Virement,Instagram Ads,12.57,Livrée,30.1629,10.557015,-11.052985,2025-10,0,22,5904.3007
CMD100189,2025-08-26,C1301,Kinshasa,Maison,Produit_Maison_42,118.54,1,0.08,4.26,Virement,Email,1.33,Livrée,109.05680000000001,38.16988,32.57988,2025-08,0,1,109.05680000000001
CMD100190,2025-10-13,C0023,Lomé,Mode,Produit_Mode_32,27.95,3,0.24,8.34,Virement,Instagram Ads,14.64,Livrée,63.726,22.3041,-0.6759000000000022,2025-10,0,12,1585.7729
CMD100191,2025-07-30,C0275,Dakar,Mode,Produit_Mode_24,8.05,3,0.1,3.33,Paiement à la livraison,Google Ads,5.24,Livrée,21.735000000000003,7.6072500000000005,-0.9627499999999998,2025-07,0,14,3459.6516
CMD100192,2025-12-19,C1426,Abidjan,Beauté,Produit_Beauté_38,44.47625000000001,3,0.27,2.67,Paiement à la livraison,Instagram Ads,11.54,Livrée,97.40298750000002,34.09104562500001,19.881045625000006,2025-12,0,4,256.13938750000005
CMD100193,2025-08-09,C1341,Lomé,Électronique,Produit_Maison_40,127.31,2,0.3,9.98,Paiement à la livraison,Instagram Ads,9.85,Livrée,178.23399999999998,62.38189999999999,42.55189999999998,2025-08,0,2,226.6914
CMD100194,2025-10-13,C0572,Dakar,Maison,Produit_Maison_14,135.6,3,0.07,8.87,Virement,Email,0.62,Retournée,378.32399999999996,132.41339999999997,122.92339999999996,2025-10,1,3,458.47159999999997
CMD100195,2025-10-22,C0120,Douala,Beauté,Produit_Beauté_35,18.82,3,0.1,8.55,Virement,Google Ads,4.57,Livrée,50.814,17.7849,4.664899999999999,2025-10,0,29,9581.1207
CMD100196,2025-12-13,C0203,Douala,Électronique,Produit_Maison_6,101.72,2,0.11,7.21,Paiement à la livraison,Instagram Ads,6.42,Livrée,181.0616,63.371559999999995,49.74155999999999,2025-12,0,22,3761.26065
CMD100197,2025-12-17,C0327,Abidjan,Beauté,Produit_Beauté_4,22.58,1,0.08,4.52,Carte,Google Ads,6.7,Livrée,20.7736,7.270759999999999,-3.9492400000000005,2025-12,0,15,5507.2686
CMD100198,2025-09-24,C0064,Dakar,Électronique,Produit_Électronique_5,456.35,1,0.03,3.7,Mobile Money,Google Ads,5.56,Livrée,442.65950000000004,154.930825,145.670825,2025-09,0,11,3652.4591
CMD100199,2025-11-19,C0110,Abidjan,Électronique,Produit_Électronique_22,375.34000000000003,2,0.09,7.21,Mobile Money,Google Ads,3.3,Livrée,683.1188000000001,239.09158000000002,228.58158,2025-11,0,14,4045.91125
CMD100200,2025-08-07,C1220,Kinshasa,Maison,Produit_Maison_9,104.83,2,0.09,5.38,Mobile Money,Email,1.07,Retournée,190.7906,66.77671,60.32670999999999,2025-08,1,7,809.769
CMD100201,2025-11-16,C0089,Dakar,Électronique,Produit_Électronique_9,375.34000000000003,2,0.1,8.72,Carte,Influenceur,15.19,Retournée,675.6120000000001,236.4642,212.5542,2025-11,1,18,4880.4629
CMD100202,2025-07-04,C0121,Dakar,Maison,Produit_Maison_12,201.67,1,0.27,3.94,Carte,Instagram Ads,6.13,Livrée,147.2191,51.52668499999999,41.45668499999999,2025-07,0,16,4838.2753
CMD100203,2025-09-06,C0379,Douala,Électronique,Produit_Électronique_31,375.34000000000003,1,0.01,9.02,Carte,Google Ads,5.99,Retournée,371.58660000000003,130.05531,115.04531,2025-09,1,25,8995.6496
CMD100204,2025-10-23,C1051,Abidjan,Maison,Produit_Maison_33,142.37,2,0.0,2.51,Paiement à la livraison,Google Ads,7.28,Livrée,284.74,99.65899999999999,89.86899999999999,2025-10,0,2,321.2628
CMD100205,2025-08-26,C0088,Douala,Électronique,Produit_Beauté_30,43.02,1,0.05,2.2,Virement,Google Ads,3.32,Livrée,40.869,14.304149999999998,8.784149999999997,2025-08,0,13,4240.15065
CMD100206,2025-12-12,C0124,Kinshasa,Beauté,Produit_Beauté_28,24.39,3,0.09,7.62,Paiement à la livraison,Google Ads,6.16,Livrée,66.5847,23.304644999999997,9.524644999999996,2025-12,0,16,4218.61945
CMD100207,2025-12-23,C0364,Douala,Électronique,Produit_Électronique_21,505.06,2,0.1,4.15,Carte,Google Ads,5.36,Retournée,909.1080000000001,318.1878,308.6778,2025-12,1,19,8252.4673
CMD100208,2025-12-03,C0064,Cotonou,Mode,Produit_Mode_25,52.1,3,0.29,4.25,Virement,Instagram Ads,8.31,Livrée,110.973,38.84055,26.280549999999998,2025-12,0,11,3652.4591
CMD100209,2025-11-30,C0232,Douala,Électronique,Produit_Électronique_42,375.34000000000003,2,0.0,5.51,Carte,Influenceur,11.41,Livrée,750.6800000000001,262.738,245.818,2025-11,0,20,4775.51385
CMD100210,2025-12-14,C1129,Abidjan,Électronique,Produit_Électronique_28,330.31,1,0.14,9.94,Mobile Money,Instagram Ads,10.07,Livrée,284.0666,99.42330999999999,79.41331,2025-12,0,4,959.8816499999999
CMD100211,2025-10-24,C0847,Abidjan,Électronique,Produit_Électronique_26,502.45,1,0.23,4.37,Paiement à la livraison,Instagram Ads,13.82,Livrée,386.8865,135.41027499999998,117.22027499999999,2025-10,0,1,386.8865
CMD100212,2025-10-15,C0640,Brazzaville,Beauté,Produit_Beauté_24,30.5,2,0.11,5.07,Virement,Instagram Ads,5.6,Livrée,54.29,19.0015,8.3315,2025-10,0,2,127.4708
CMD100213,2025-08-09,C0971,Abidjan,Mode,Produit_Mode_6,46.29,3,0.19,5.3,Carte,Email,1.11,Retournée,112.48470000000002,39.369645000000006,32.95964500000001,2025-08,1,5,550.0811000000001
CMD100214,2025-10-19,C0378,Dakar,Mode,Produit_Mode_36,43.49,2,0.28,9.22,Mobile Money,Google Ads,6.62,Livrée,62.6256,21.91896,6.078959999999998,2025-10,0,18,4391.512
CMD100215,2025-07-16,C0287,Kinshasa,Électronique,Produit_Électronique_23,509.63,2,0.1,2.98,Paiement à la livraison,Instagram Ads,7.95,Livrée,917.3340000000001,321.0669,310.13689999999997,2025-07,0,14,3489.5337
CMD100216,2025-12-18,C0866,Abidjan,Beauté,Produit_Beauté_19,25.005000000000003,1,0.04,5.57,Carte,Google Ads,4.53,Livrée,24.004800000000003,8.40168,-1.6983199999999998,2025-12,0,1,24.004800000000003
CMD100217,2025-12-01,C0053,Lomé,Maison,Produit_Maison_10,171.49,3,0.01,5.14,Mobile Money,Google Ads,4.85,Livrée,509.3253,178.263855,168.27385500000003,2025-12,0,18,7089.5963
CMD100218,2025-12-16,C0055,Douala,Électronique,Produit_Beauté_49,28.59,1,0.03,4.72,Carte,Influenceur,14.19,Livrée,27.7323,9.706304999999999,-9.203695,2025-12,0,12,2403.794375
CMD100219,2025-09-10,C0219,Kinshasa,Électronique,Produit_Électronique_39,276.44,1,0.26,2.84,Carte,Instagram Ads,10.31,Livrée,204.5656,71.59795999999999,58.44795999999998,2025-09,0,19,3743.2685
CMD100220,2025-12-16,C0547,Brazzaville,Électronique,Produit_Électronique_45,266.23,2,0.06,5.67,Virement,Instagram Ads,8.88,Retournée,500.5124,175.17934,160.62934,2025-12,1,1,500.5124
CMD100221,2025-09-18,C0718,Libreville,Électronique,Produit_Électronique_37,411.72,1,0.14,2.71,Mobile Money,Instagram Ads,9.74,Retournée,354.0792,123.92772,111.47772,2025-09,1,5,1029.3314
CMD100222,2025-12-16,C0072,Kinshasa,Beauté,Produit_Beauté_6,44.47625000000001,1,0.08,2.46,Carte,Google Ads,4.3,Livrée,40.91815000000001,14.321352500000003,7.561352500000003,2025-12,0,18,3324.8519499999998
CMD100223,2025-11-13,C0214,Abidjan,Mode,Produit_Mode_24,12.92,3,0.14,5.91,Mobile Money,Email,0.71,Livrée,33.3336,11.666759999999998,5.046759999999998,2025-11,0,20,7179.2206
CMD100224,2025-09-18,C1590,Brazzaville,Mode,Produit_Mode_4,44.38,1,0.17,9.26,Carte,Google Ads,7.26,Livrée,36.8354,12.892389999999999,-3.6276100000000007,2025-09,0,2,436.19149999999996
CMD100225,2025-08-09,C0316,Douala,Électronique,Produit_Électronique_18,507.94,2,0.05,8.35,Carte,Google Ads,6.95,Annulée,965.0859999999999,337.78009999999995,322.48009999999994,2025-08,0,15,2932.4368
CMD100226,2025-10-22,C0994,Cotonou,Électronique,Produit_Électronique_18,445.25,2,0.04,6.09,Paiement à la livraison,Email,0.8,Livrée,854.88,299.20799999999997,292.318,2025-10,0,1,854.88
CMD100227,2025-08-25,C0233,Douala,Mode,Produit_Mode_34,39.56,3,0.16,5.81,Paiement à la livraison,Influenceur,16.91,Livrée,99.69120000000001,34.89192,12.17192,2025-08,0,12,2746.64325
CMD100228,2025-12-18,C0112,Kinshasa,Maison,Produit_Maison_1,79.07,3,0.04,5.81,Carte,Influenceur,4.31,Livrée,227.72159999999997,79.70255999999998,69.58255999999997,2025-12,0,15,4957.7804
CMD100229,2025-08-22,C0108,Dakar,Beauté,Produit_Beauté_19,18.64,2,0.06,6.23,Virement,Email,1.73,Livrée,35.0432,12.26512,4.305119999999999,2025-08,0,16,5010.4933
CMD100230,2025-09-22,C0254,Brazzaville,Beauté,Produit_Beauté_9,24.01,1,0.01,8.77,Mobile Money,Google Ads,6.29,Livrée,23.7699,8.319465,-6.740535,2025-09,0,15,3649.3196
CMD100231,2025-10-06,C0117,Kinshasa,Mode,Produit_Mode_5,34.65,1,0.12,7.06,Virement,Google Ads,4.53,Livrée,30.491999999999997,10.672199999999998,-0.9178000000000015,2025-10,0,16,7060.78165
CMD100233,2025-09-19,C0293,Abidjan,Électronique,Produit_Électronique_19,495.15,3,0.04,7.12,Paiement à la livraison,Influenceur,7.62,Livrée,1426.0319999999997,499.1111999999999,484.3711999999999,2025-09,0,18,5688.269499999999
CMD100234,2025-07-30,C0166,Dakar,Maison,Produit_Maison_45,174.43,2,0.23,7.1,Paiement à la livraison,Instagram Ads,13.67,Livrée,268.6222,94.01777,73.24777,2025-07,0,16,3322.9825
CMD100235,2025-10-01,C0054,Douala,Mode,Produit_Mode_26,20.37,2,0.25,4.17,Carte,Google Ads,3.71,Livrée,30.555,10.694249999999998,2.8142499999999986,2025-10,0,22,8078.2427
CMD100236,2025-09-18,C0453,Abidjan,Mode,Produit_Mode_5,45.03,3,0.15,6.75,Mobile Money,Instagram Ads,6.03,Livrée,114.8265,40.189274999999995,27.409274999999994,2025-09,0,2,173.3161
CMD100237,2025-11-08,C1086,Douala,Maison,Produit_Maison_23,82.1,1,0.29,6.52,Virement,Instagram Ads,5.83,Livrée,58.29099999999999,20.401849999999996,8.051849999999996,2025-11,0,3,931.1876
CMD100238,2025-12-13,C0483,Douala,Maison,Produit_Maison_13,44.82,3,0.1,2.03,Virement,Instagram Ads,9.94,Annulée,121.01400000000001,42.3549,30.384900000000002,2025-12,0,2,172.0222
CMD100239,2025-08-14,C1556,Dakar,Électronique,Produit_Électronique_12,257.31,1,0.12,5.8,Carte,Instagram Ads,6.3,Livrée,226.43280000000001,79.25148,67.15148,2025-08,0,2,333.56280000000004
CMD100240,2025-12-08,C0386,Brazzaville,Beauté,Produit_Beauté_44,24.97,3,0.04,2.42,Paiement à la livraison,Email,0.81,Livrée,71.91359999999999,25.169759999999993,21.939759999999996,2025-12,0,13,2558.29345
CMD100241,2025-11-22,C1279,Abidjan,Maison,Produit_Maison_10,81.2,1,0.07,8.37,Virement,Email,1.8,Livrée,75.51599999999999,26.430599999999995,16.260599999999993,2025-11,0,1,75.51599999999999
CMD100242,2025-10-21,C0226,Kinshasa,Beauté,Produit_Beauté_38,30.38,2,0.1,2.68,Virement,Google Ads,5.34,Livrée,54.684,19.1394,11.119399999999999,2025-10,0,13,2685.1963
CMD100243,2025-07-15,C0037,Dakar,Électronique,Produit_Électronique_3,380.27,1,0.18,4.7,Paiement à la livraison,Instagram Ads,7.68,Livrée,311.8214,109.13748999999999,96.75748999999999,2025-07,0,16,3098.5544999999997
CMD100244,2025-07-15,C0146,Kinshasa,Électronique,Produit_Électronique_40,373.84,3,0.28,5.18,Carte,Instagram Ads,7.67,Retournée,807.4943999999999,282.62303999999995,269.7730399999999,2025-07,1,17,5860.3018999999995
CMD100246,2025-11-24,C0658,Abidjan,Électronique,Produit_Électronique_4,255.25,3,0.03,9.79,Mobile Money,Email,0.5,Livrée,742.7775,259.972125,249.682125,2025-11,0,3,2032.2057
CMD100248,2025-12-13,C0126,Dakar,Maison,Produit_Maison_34,91.73,2,0.1,6.49,Paiement à la livraison,Email,1.3,Livrée,165.114,57.789899999999996,49.9999,2025-12,0,14,5554.291700000001
CMD100249,2025-11-11,C0745,Kinshasa,Maison,Produit_Maison_25,118.29,2,0.09,8.49,Virement,Instagram Ads,11.22,Livrée,215.28780000000003,75.35073000000001,55.64073000000002,2025-11,0,2,875.431
CMD100250,2025-10-13,C1390,Abidjan,Mode,Produit_Mode_5,22.45,1,0.13,7.52,Virement,Influenceur,15.04,Livrée,19.531499999999998,6.8360249999999985,-15.723975,2025-10,0,4,1293.2180999999998
CMD100251,2025-09-23,C0347,Douala,Maison,Produit_Maison_22,153.94,1,0.01,7.44,Mobile Money,Email,1.29,Livrée,152.4006,53.34021,44.61021,2025-09,0,20,4794.5428999999995
CMD100252,2025-07-21,C0072,Abidjan,Électronique,Produit_Électronique_42,378.35,2,0.16,7.39,Virement,Instagram Ads,10.61,Livrée,635.628,222.4698,204.46980000000002,2025-07,0,18,3324.8519499999998
